study_hours,attendance,previous_marks,internal_marks,assignment_score,sleep_hours,extracurricular,final_score
7.5,79.8,83.8,85.5,78.3,8.0,0,80.0
7.2,80.1,79.3,83.0,72.1,7.9,1,78.4
5.0,67.0,64.8,61.4,67.0,7.7,0,61.4
8.0,95.5,90.7,100,89.8,9,0,94.8
8.2,93.9,97.0,94.7,90.0,8.4,0,90.1
6.6,74.7,74.0,74.0,79.3,7.9,1,77.3
2.2,30,24.1,21.4,25.5,6.1,1,25.5
3.8,49.2,43.7,51.2,45.2,7.1,1,45.1
4.6,41.4,50.4,44.7,42.6,7.0,0,45.3
7.5,91.0,92.0,86.4,84.4,8.6,1,90.2
7.4,79.8,77.8,82.3,80.1,7.9,0,80.8
7.1,74.2,87.7,77.1,79.6,8.2,0,80.4
3.0,40.9,32.3,36.0,44.6,6.6,0,37.7
9.4,100,96.9,91.8,96.1,8.6,1,96.7
5.7,74.9,71.7,68.1,74.7,7.4,1,68.1
4.9,47.2,53.2,48.0,49.0,6.5,1,46.7
4.3,49.6,41.9,46.5,51.9,7.0,0,46.5
2.5,34.4,35.8,39.6,39.6,6.3,1,34.4
8.4,100,92.4,87.6,90.2,8.5,1,93.8
7.5,81.4,86.5,92.1,87.9,8.3,1,85.6
5.9,60.3,68.0,70.9,66.4,7.3,1,65.0
5.5,68.1,62.7,60.3,67.5,7.5,1,62.4
2.7,34.6,29.8,43.7,42.9,6.1,1,36.8
7.5,72.6,70.1,75.1,84.2,8.5,1,77.6
2.7,30.9,39.3,37.7,34.2,6.3,1,36.8
6.1,64.4,66.1,68.1,70.3,7.9,1,70.1
1.8,32.9,20,20,23.0,6.3,0,26.5
5.1,60.1,58.6,64.8,63.4,7.8,0,61.5
3.6,47.4,48.2,44.9,40.5,7.1,0,43.6
5.0,47.7,57.1,47.0,53.2,6.9,0,51.9
3.0,34.4,38.8,36.9,26.3,6.0,1,32.3
4.6,47.8,51.0,54.1,53.8,7.1,1,52.8
3.0,30,20.3,27.2,28.4,6.2,0,27.3
4.5,49.7,42.3,42.3,41.9,6.7,0,43.7
7.4,73.5,75.1,74.5,80.7,8.4,0,79.6
8.7,87.0,99.0,94.3,85.6,9,0,91.8
4.1,55.1,51.6,48.0,45.8,7.3,1,48.6
7.6,77.4,70.2,77.2,77.3,7.9,1,76.6
8.6,89.4,86.5,92.6,93.7,8.7,0,92.5
6.3,75.5,71.4,77.8,77.8,8.3,1,76.5
6.6,66.7,72.2,65.1,59.4,7.3,1,66.2
5.9,56.2,53.2,64.5,64.1,7.3,0,58.2
8.2,89.3,90.3,89.3,86.9,8.9,1,90.6
8.8,93.2,85.3,90.2,99.1,8.8,0,92.4
6.9,63.8,62.8,64.4,65.0,7.8,1,69.3
2.6,30,25.1,27.4,20,6.0,0,23.7
7.8,86.8,98.6,91.1,96.6,8.3,1,93.2
7.7,94.1,89.3,85.9,86.1,9,1,92.1
